,data
2022-04-11 11:42:34,103
2022-04-11 11:42:35,64
2022-04-11 11:42:36,149
2022-04-11 11:42:37,51
2022-04-11 11:42:38,96
2022-04-11 11:42:39,92
2022-04-11 11:42:40,85
2022-04-11 11:42:41,50
2022-04-11 11:42:42,83
2022-04-11 11:42:43,73
2022-04-11 11:42:44,105
2022-04-11 11:42:45,75
2022-04-11 11:42:46,88
2022-04-11 11:42:47,131
2022-04-11 11:42:48,82
2022-04-11 11:42:49,118
2022-04-11 11:42:50,63
2022-04-11 11:42:51,63
2022-04-11 11:42:52,122
2022-04-11 11:42:53,148
2022-04-11 11:42:54,141
2022-04-11 11:42:55,136
2022-04-11 11:42:56,87
2022-04-11 11:42:57,84
2022-04-11 11:42:58,98
2022-04-11 11:42:59,52
2022-04-11 11:43:00,125
2022-04-11 11:43:01,72
2022-04-11 11:43:02,87
2022-04-11 11:43:03,66
2022-04-11 11:43:04,142
2022-04-11 11:43:05,123
2022-04-11 11:43:06,148
2022-04-11 11:43:07,109
2022-04-11 11:43:08,81
2022-04-11 11:43:09,60
2022-04-11 11:43:10,94
2022-04-11 11:43:11,100
2022-04-11 11:43:12,71
2022-04-11 11:43:13,118
2022-04-11 11:43:14,83
2022-04-11 11:43:15,113
2022-04-11 11:43:16,118
2022-04-11 11:43:17,124
2022-04-11 11:43:18,145
2022-04-11 11:43:19,80
2022-04-11 11:43:20,75
2022-04-11 11:43:21,66
2022-04-11 11:43:22,115
2022-04-11 11:43:23,51
2022-04-11 11:43:24,52
2022-04-11 11:43:25,87
2022-04-11 11:43:26,105
2022-04-11 11:43:27,72
2022-04-11 11:43:28,100
2022-04-11 11:43:29,75
2022-04-11 11:43:30,105
2022-04-11 11:43:31,54
2022-04-11 11:43:32,89
2022-04-11 11:43:33,132
2022-04-11 11:43:34,107
2022-04-11 11:43:35,62
2022-04-11 11:43:36,130
2022-04-11 11:43:37,53
2022-04-11 11:43:38,122
2022-04-11 11:43:39,144
2022-04-11 11:43:40,110
2022-04-11 11:43:41,81
2022-04-11 11:43:42,123
2022-04-11 11:43:43,120
2022-04-11 11:43:44,150
2022-04-11 11:43:45,93
2022-04-11 11:43:46,101
2022-04-11 11:43:47,123
2022-04-11 11:43:48,96
2022-04-11 11:43:49,51
2022-04-11 11:43:50,58
2022-04-11 11:43:51,116
2022-04-11 11:43:52,141
2022-04-11 11:43:53,76
2022-04-11 11:43:54,91
2022-04-11 11:43:55,73
2022-04-11 11:43:56,79
2022-04-11 11:43:57,81
2022-04-11 11:43:58,96
2022-04-11 11:43:59,131
2022-04-11 11:44:00,124
2022-04-11 11:44:01,82
2022-04-11 11:44:02,143
2022-04-11 11:44:03,107
2022-04-11 11:44:04,113
2022-04-11 11:44:05,100
2022-04-11 11:44:06,81
2022-04-11 11:44:07,130
2022-04-11 11:44:08,96
2022-04-11 11:44:09,128
2022-04-11 11:44:10,101
2022-04-11 11:44:11,77
2022-04-11 11:44:12,94
2022-04-11 11:44:13,124
2022-04-11 11:44:14,107
2022-04-11 11:44:15,62
2022-04-11 11:44:16,90
2022-04-11 11:44:17,96
2022-04-11 11:44:18,119
2022-04-11 11:44:19,83
2022-04-11 11:44:20,137
2022-04-11 11:44:21,131
2022-04-11 11:44:22,57
2022-04-11 11:44:23,148
2022-04-11 11:44:24,61
2022-04-11 11:44:25,104
2022-04-11 11:44:26,134
2022-04-11 11:44:27,86
2022-04-11 11:44:28,121
2022-04-11 11:44:29,97
2022-04-11 11:44:30,149
2022-04-11 11:44:31,60
2022-04-11 11:44:32,59
2022-04-11 11:44:33,58
2022-04-11 11:44:34,140
2022-04-11 11:44:35,90
2022-04-11 11:44:36,71
2022-04-11 11:44:37,137
2022-04-11 11:44:38,148
2022-04-11 11:44:39,144
2022-04-11 11:44:40,81
2022-04-11 11:44:41,73
2022-04-11 11:44:42,69
2022-04-11 11:44:43,126
2022-04-11 11:44:44,53
2022-04-11 11:44:45,138
2022-04-11 11:44:46,56
2022-04-11 11:44:47,72
2022-04-11 11:44:48,81
2022-04-11 11:44:49,76
2022-04-11 11:44:50,121
2022-04-11 11:44:51,103
2022-04-11 11:44:52,78
2022-04-11 11:44:53,105
2022-04-11 11:44:54,96
2022-04-11 11:44:55,148
2022-04-11 11:44:56,65
2022-04-11 11:44:57,55
2022-04-11 11:44:58,108
2022-04-11 11:44:59,54
2022-04-11 11:45:00,100
2022-04-11 11:45:01,137
2022-04-11 11:45:02,90
2022-04-11 11:45:03,118
2022-04-11 11:45:04,89
2022-04-11 11:45:05,88
2022-04-11 11:45:06,80
2022-04-11 11:45:07,92
2022-04-11 11:45:08,85
2022-04-11 11:45:09,112
2022-04-11 11:45:10,58
2022-04-11 11:45:11,113
2022-04-11 11:45:12,81
2022-04-11 11:45:13,128
2022-04-11 11:45:14,138
2022-04-11 11:45:15,65
2022-04-11 11:45:16,123
2022-04-11 11:45:17,112
2022-04-11 11:45:18,150
2022-04-11 11:45:19,138
2022-04-11 11:45:20,92
2022-04-11 11:45:21,111
2022-04-11 11:45:22,124
2022-04-11 11:45:23,147
2022-04-11 11:45:24,123
2022-04-11 11:45:25,91
2022-04-11 11:45:26,100
2022-04-11 11:45:27,141
2022-04-11 11:45:28,96
2022-04-11 11:45:29,96
2022-04-11 11:45:30,125
2022-04-11 11:45:31,118
2022-04-11 11:45:32,87
2022-04-11 11:45:33,111
2022-04-11 11:45:34,69
2022-04-11 11:45:35,71
2022-04-11 11:45:36,141
2022-04-11 11:45:37,78
2022-04-11 11:45:38,148
2022-04-11 11:45:39,127
2022-04-11 11:45:40,122
2022-04-11 11:45:41,144
2022-04-11 11:45:42,69
2022-04-11 11:45:43,68
2022-04-11 11:45:44,57
2022-04-11 11:45:45,124
2022-04-11 11:45:46,55
2022-04-11 11:45:47,99
2022-04-11 11:45:48,142
2022-04-11 11:45:49,141
2022-04-11 11:45:50,100
2022-04-11 11:45:51,51
2022-04-11 11:45:52,91
2022-04-11 11:45:53,98
2022-04-11 11:45:54,145
2022-04-11 11:45:55,121
2022-04-11 11:45:56,50
2022-04-11 11:45:57,72
2022-04-11 11:45:58,68
2022-04-11 11:45:59,108
2022-04-11 11:46:00,128
2022-04-11 11:46:01,118
2022-04-11 11:46:02,65
2022-04-11 11:46:03,68
2022-04-11 11:46:04,105
2022-04-11 11:46:05,63
2022-04-11 11:46:06,138
2022-04-11 11:46:07,105
2022-04-11 11:46:08,124
2022-04-11 11:46:09,125
2022-04-11 11:46:10,145
2022-04-11 11:46:11,53
2022-04-11 11:46:12,105
2022-04-11 11:46:13,129
2022-04-11 11:46:14,117
2022-04-11 11:46:15,72
2022-04-11 11:46:16,73
2022-04-11 11:46:17,134
2022-04-11 11:46:18,56
2022-04-11 11:46:19,83
2022-04-11 11:46:20,149
2022-04-11 11:46:21,150
2022-04-11 11:46:22,139
2022-04-11 11:46:23,133
2022-04-11 11:46:24,101
2022-04-11 11:46:25,56
2022-04-11 11:46:26,52
2022-04-11 11:46:27,138
2022-04-11 11:46:28,119
2022-04-11 11:46:29,56
2022-04-11 11:46:30,88
2022-04-11 11:46:31,99
2022-04-11 11:46:32,115
2022-04-11 11:46:33,55
2022-04-11 11:46:34,89
2022-04-11 11:46:35,112
2022-04-11 11:46:36,77
2022-04-11 11:46:37,141
2022-04-11 11:46:38,68
2022-04-11 11:46:39,118
2022-04-11 11:46:40,93
2022-04-11 11:46:41,62
2022-04-11 11:46:42,70
2022-04-11 11:46:43,128
2022-04-11 11:46:44,104
2022-04-11 11:46:45,98
2022-04-11 11:46:46,105
2022-04-11 11:46:47,57
2022-04-11 11:46:48,91
2022-04-11 11:46:49,144
2022-04-11 11:46:50,145
2022-04-11 11:46:51,140
2022-04-11 11:46:52,123
2022-04-11 11:46:53,95
2022-04-11 11:46:54,99
2022-04-11 11:46:55,123
2022-04-11 11:46:56,60
2022-04-11 11:46:57,120
2022-04-11 11:46:58,119
2022-04-11 11:46:59,89
2022-04-11 11:47:00,116
2022-04-11 11:47:01,108
2022-04-11 11:47:02,120
2022-04-11 11:47:03,88
2022-04-11 11:47:04,129
2022-04-11 11:47:05,114
2022-04-11 11:47:06,130
2022-04-11 11:47:07,59
2022-04-11 11:47:08,123
2022-04-11 11:47:09,67
2022-04-11 11:47:10,76
2022-04-11 11:47:11,81
2022-04-11 11:47:12,79
2022-04-11 11:47:13,56
2022-04-11 11:47:14,147
2022-04-11 11:47:15,51
2022-04-11 11:47:16,124
2022-04-11 11:47:17,57
2022-04-11 11:47:18,65
2022-04-11 11:47:19,98
2022-04-11 11:47:20,84
2022-04-11 11:47:21,145
2022-04-11 11:47:22,82
2022-04-11 11:47:23,133
2022-04-11 11:47:24,91
2022-04-11 11:47:25,126
2022-04-11 11:47:26,77
2022-04-11 11:47:27,129
2022-04-11 11:47:28,106
2022-04-11 11:47:29,75
2022-04-11 11:47:30,137
2022-04-11 11:47:31,88
2022-04-11 11:47:32,115
2022-04-11 11:47:33,136
2022-04-11 11:47:34,97
2022-04-11 11:47:35,56
2022-04-11 11:47:36,119
2022-04-11 11:47:37,50
2022-04-11 11:47:38,106
2022-04-11 11:47:39,126
2022-04-11 11:47:40,78
2022-04-11 11:47:41,89
2022-04-11 11:47:42,137
2022-04-11 11:47:43,62
2022-04-11 11:47:44,68
2022-04-11 11:47:45,65
2022-04-11 11:47:46,88
2022-04-11 11:47:47,54
2022-04-11 11:47:48,103
2022-04-11 11:47:49,86
2022-04-11 11:47:50,121
2022-04-11 11:47:51,135
2022-04-11 11:47:52,117
2022-04-11 11:47:53,118
2022-04-11 11:47:54,89
2022-04-11 11:47:55,147
2022-04-11 11:47:56,142
2022-04-11 11:47:57,62
2022-04-11 11:47:58,86
2022-04-11 11:47:59,66
2022-04-11 11:48:00,125
2022-04-11 11:48:01,114
2022-04-11 11:48:02,59
2022-04-11 11:48:03,103
2022-04-11 11:48:04,142
2022-04-11 11:48:05,112
2022-04-11 11:48:06,70
2022-04-11 11:48:07,145
2022-04-11 11:48:08,143
2022-04-11 11:48:09,77
2022-04-11 11:48:10,123
2022-04-11 11:48:11,148
2022-04-11 11:48:12,127
2022-04-11 11:48:13,120
2022-04-11 11:48:14,84
2022-04-11 11:48:15,135
2022-04-11 11:48:16,111
2022-04-11 11:48:17,85
2022-04-11 11:48:18,143
2022-04-11 11:48:19,143
2022-04-11 11:48:20,58
2022-04-11 11:48:21,50
2022-04-11 11:48:22,74
2022-04-11 11:48:23,64
2022-04-11 11:48:24,147
2022-04-11 11:48:25,147
2022-04-11 11:48:26,70
2022-04-11 11:48:27,62
2022-04-11 11:48:28,140
2022-04-11 11:48:29,51
2022-04-11 11:48:30,94
2022-04-11 11:48:31,51
2022-04-11 11:48:32,118
2022-04-11 11:48:33,75
2022-04-11 11:48:34,126
2022-04-11 11:48:35,78
2022-04-11 11:48:36,150
2022-04-11 11:48:37,54
2022-04-11 11:48:38,128
2022-04-11 11:48:39,66
2022-04-11 11:48:40,79
2022-04-11 11:48:41,82
2022-04-11 11:48:42,70
2022-04-11 11:48:43,140
2022-04-11 11:48:44,64
2022-04-11 11:48:45,124
2022-04-11 11:48:46,86
2022-04-11 11:48:47,124
2022-04-11 11:48:48,100
2022-04-11 11:48:49,129
2022-04-11 11:48:50,61
2022-04-11 11:48:51,108
2022-04-11 11:48:52,70
2022-04-11 11:48:53,86
2022-04-11 11:48:54,131
2022-04-11 11:48:55,76
2022-04-11 11:48:56,121
2022-04-11 11:48:57,132
2022-04-11 11:48:58,71
2022-04-11 11:48:59,52
2022-04-11 11:49:00,149
2022-04-11 11:49:01,63
2022-04-11 11:49:02,105
2022-04-11 11:49:03,113
2022-04-11 11:49:04,60
2022-04-11 11:49:05,91
2022-04-11 11:49:06,87
2022-04-11 11:49:07,89
2022-04-11 11:49:08,50
2022-04-11 11:49:09,149
2022-04-11 11:49:10,69
2022-04-11 11:49:11,86
2022-04-11 11:49:12,68
2022-04-11 11:49:13,87
2022-04-11 11:49:14,148
2022-04-11 11:49:15,79
2022-04-11 11:49:16,54
2022-04-11 11:49:17,105
2022-04-11 11:49:18,124
2022-04-11 11:49:19,70
2022-04-11 11:49:20,129
2022-04-11 11:49:21,124
2022-04-11 11:49:22,95
2022-04-11 11:49:23,70
2022-04-11 11:49:24,59
2022-04-11 11:49:25,82
2022-04-11 11:49:26,103
2022-04-11 11:49:27,119
2022-04-11 11:49:28,137
2022-04-11 11:49:29,122
2022-04-11 11:49:30,144
2022-04-11 11:49:31,111
2022-04-11 11:49:32,146
2022-04-11 11:49:33,129
2022-04-11 11:49:34,127
2022-04-11 11:49:35,60
2022-04-11 11:49:36,76
2022-04-11 11:49:37,95
2022-04-11 11:49:38,114
2022-04-11 11:49:39,139
2022-04-11 11:49:40,89
2022-04-11 11:49:41,112
2022-04-11 11:49:42,145
2022-04-11 11:49:43,66
2022-04-11 11:49:44,72
2022-04-11 11:49:45,66
2022-04-11 11:49:46,137
2022-04-11 11:49:47,83
2022-04-11 11:49:48,117
2022-04-11 11:49:49,51
2022-04-11 11:49:50,103
2022-04-11 11:49:51,137
2022-04-11 11:49:52,130
2022-04-11 11:49:53,119
2022-04-11 11:49:54,118
2022-04-11 11:49:55,124
2022-04-11 11:49:56,129
2022-04-11 11:49:57,122
2022-04-11 11:49:58,52
2022-04-11 11:49:59,116
2022-04-11 11:50:00,119
2022-04-11 11:50:01,55
2022-04-11 11:50:02,110
2022-04-11 11:50:03,75
2022-04-11 11:50:04,136
2022-04-11 11:50:05,99
2022-04-11 11:50:06,65
2022-04-11 11:50:07,108
2022-04-11 11:50:08,148
2022-04-11 11:50:09,58
2022-04-11 11:50:10,84
2022-04-11 11:50:11,114
2022-04-11 11:50:12,129
2022-04-11 11:50:13,150
2022-04-11 11:50:14,68
2022-04-11 11:50:15,97
2022-04-11 11:50:16,93
2022-04-11 11:50:17,122
2022-04-11 11:50:18,92
2022-04-11 11:50:19,54
2022-04-11 11:50:20,74
2022-04-11 11:50:21,107
2022-04-11 11:50:22,76
2022-04-11 11:50:23,79
2022-04-11 11:50:24,69
2022-04-11 11:50:25,96
2022-04-11 11:50:26,134
2022-04-11 11:50:27,80
2022-04-11 11:50:28,100
2022-04-11 11:50:29,76
2022-04-11 11:50:30,66
2022-04-11 11:50:31,124
2022-04-11 11:50:32,124
2022-04-11 11:50:33,74
2022-04-11 11:50:34,137
2022-04-11 11:50:35,108
2022-04-11 11:50:36,115
2022-04-11 11:50:37,81
2022-04-11 11:50:38,87
2022-04-11 11:50:39,116
2022-04-11 11:50:40,132
2022-04-11 11:50:41,123
2022-04-11 11:50:42,134
2022-04-11 11:50:43,130
2022-04-11 11:50:44,54
2022-04-11 11:50:45,80
2022-04-11 11:50:46,141
2022-04-11 11:50:47,67
2022-04-11 11:50:48,120
2022-04-11 11:50:49,67
2022-04-11 11:50:50,86
2022-04-11 11:50:51,101
2022-04-11 11:50:52,58
2022-04-11 11:50:53,63
2022-04-11 11:50:54,85
2022-04-11 11:50:55,61
2022-04-11 11:50:56,69
2022-04-11 11:50:57,122
2022-04-11 11:50:58,83
2022-04-11 11:50:59,118
2022-04-11 11:51:00,123
2022-04-11 11:51:01,136
2022-04-11 11:51:02,133
2022-04-11 11:51:03,77
2022-04-11 11:51:04,82
2022-04-11 11:51:05,66
2022-04-11 11:51:06,146
2022-04-11 11:51:07,110
2022-04-11 11:51:08,137
2022-04-11 11:51:09,60
2022-04-11 11:51:10,83
2022-04-11 11:51:11,110
2022-04-11 11:51:12,105
2022-04-11 11:51:13,129
2022-04-11 11:51:14,75
2022-04-11 11:51:15,106
2022-04-11 11:51:16,140
2022-04-11 11:51:17,137
2022-04-11 11:51:18,77
2022-04-11 11:51:19,95
2022-04-11 11:51:20,110
2022-04-11 11:51:21,63
2022-04-11 11:51:22,104
2022-04-11 11:51:23,126
2022-04-11 11:51:24,58
2022-04-11 11:51:25,63
2022-04-11 11:51:26,70
2022-04-11 11:51:27,88
2022-04-11 11:51:28,61
2022-04-11 11:51:29,68
2022-04-11 11:51:30,120
2022-04-11 11:51:31,68
2022-04-11 11:51:32,66
2022-04-11 11:51:33,93
2022-04-11 11:51:34,136
2022-04-11 11:51:35,118
2022-04-11 11:51:36,57
2022-04-11 11:51:37,132
2022-04-11 11:51:38,142
2022-04-11 11:51:39,130
2022-04-11 11:51:40,103
2022-04-11 11:51:41,134
2022-04-11 11:51:42,72
2022-04-11 11:51:43,52
2022-04-11 11:51:44,96
2022-04-11 11:51:45,148
2022-04-11 11:51:46,93
2022-04-11 11:51:47,69
2022-04-11 11:51:48,71
2022-04-11 11:51:49,94
2022-04-11 11:51:50,108
2022-04-11 11:51:51,145
2022-04-11 11:51:52,53
2022-04-11 11:51:53,70
2022-04-11 11:51:54,88
2022-04-11 11:51:55,51
2022-04-11 11:51:56,122
2022-04-11 11:51:57,137
2022-04-11 11:51:58,85
2022-04-11 11:51:59,111
2022-04-11 11:52:00,143
2022-04-11 11:52:01,75
2022-04-11 11:52:02,122
2022-04-11 11:52:03,104
2022-04-11 11:52:04,79
2022-04-11 11:52:05,123
2022-04-11 11:52:06,84
2022-04-11 11:52:07,101
2022-04-11 11:52:08,73
2022-04-11 11:52:09,150
2022-04-11 11:52:10,134
2022-04-11 11:52:11,127
2022-04-11 11:52:12,69
2022-04-11 11:52:13,114
2022-04-11 11:52:14,135
2022-04-11 11:52:15,106
2022-04-11 11:52:16,107
2022-04-11 11:52:17,70
2022-04-11 11:52:18,65
2022-04-11 11:52:19,73
2022-04-11 11:52:20,140
2022-04-11 11:52:21,92
2022-04-11 11:52:22,87
2022-04-11 11:52:23,55
2022-04-11 11:52:24,114
2022-04-11 11:52:25,107
2022-04-11 11:52:26,91
2022-04-11 11:52:27,57
2022-04-11 11:52:28,58
2022-04-11 11:52:29,140
2022-04-11 11:52:30,77
2022-04-11 11:52:31,99
2022-04-11 11:52:32,135
2022-04-11 11:52:33,79
2022-04-11 11:52:34,107
2022-04-11 11:52:35,50
2022-04-11 11:52:36,137
2022-04-11 11:52:37,68
2022-04-11 11:52:38,138
2022-04-11 11:52:39,115
2022-04-11 11:52:40,147
2022-04-11 11:52:41,83
2022-04-11 11:52:42,141
2022-04-11 11:52:43,101
2022-04-11 11:52:44,86
2022-04-11 11:52:45,145
2022-04-11 11:52:46,119
2022-04-11 11:52:47,87
2022-04-11 11:52:48,71
2022-04-11 11:52:49,98
2022-04-11 11:52:50,100
2022-04-11 11:52:51,138
2022-04-11 11:52:52,142
2022-04-11 11:52:53,73
2022-04-11 11:52:54,138
2022-04-11 11:52:55,84
2022-04-11 11:52:56,61
2022-04-11 11:52:57,126
2022-04-11 11:52:58,67
2022-04-11 11:52:59,92
2022-04-11 11:53:00,122
2022-04-11 11:53:01,117
2022-04-11 11:53:02,57
2022-04-11 11:53:03,92
2022-04-11 11:53:04,79
2022-04-11 11:53:05,100
2022-04-11 11:53:06,96
2022-04-11 11:53:07,127
2022-04-11 11:53:08,78
2022-04-11 11:53:09,64
2022-04-11 11:53:10,88
2022-04-11 11:53:11,127
2022-04-11 11:53:12,138
2022-04-11 11:53:13,139
2022-04-11 11:53:14,71
2022-04-11 11:53:15,120
2022-04-11 11:53:16,54
2022-04-11 11:53:17,54
2022-04-11 11:53:18,94
2022-04-11 11:53:19,133
2022-04-11 11:53:20,57
2022-04-11 11:53:21,144
2022-04-11 11:53:22,150
2022-04-11 11:53:23,132
2022-04-11 11:53:24,136
2022-04-11 11:53:25,81
2022-04-11 11:53:26,56
2022-04-11 11:53:27,85
2022-04-11 11:53:28,96
2022-04-11 11:53:29,148
2022-04-11 11:53:30,145
2022-04-11 11:53:31,66
2022-04-11 11:53:32,55
2022-04-11 11:53:33,102
2022-04-11 11:53:34,68
2022-04-11 11:53:35,102
2022-04-11 11:53:36,148
2022-04-11 11:53:37,97
2022-04-11 11:53:38,88
2022-04-11 11:53:39,101
2022-04-11 11:53:40,131
2022-04-11 11:53:41,69
2022-04-11 11:53:42,86
2022-04-11 11:53:43,84
2022-04-11 11:53:44,92
2022-04-11 11:53:45,54
2022-04-11 11:53:46,66
2022-04-11 11:53:47,75
2022-04-11 11:53:48,127
2022-04-11 11:53:49,78
2022-04-11 11:53:50,116
2022-04-11 11:53:51,147
2022-04-11 11:53:52,62
2022-04-11 11:53:53,98
2022-04-11 11:53:54,77
2022-04-11 11:53:55,106
2022-04-11 11:53:56,70
2022-04-11 11:53:57,104
2022-04-11 11:53:58,97
2022-04-11 11:53:59,127
2022-04-11 11:54:00,109
2022-04-11 11:54:01,69
2022-04-11 11:54:02,76
2022-04-11 11:54:03,144
2022-04-11 11:54:04,96
2022-04-11 11:54:05,131
2022-04-11 11:54:06,59
2022-04-11 11:54:07,56
2022-04-11 11:54:08,102
2022-04-11 11:54:09,99
2022-04-11 11:54:10,119
2022-04-11 11:54:11,115
2022-04-11 11:54:12,56
2022-04-11 11:54:13,114
2022-04-11 11:54:14,96
2022-04-11 11:54:15,109
2022-04-11 11:54:16,120
2022-04-11 11:54:17,130
2022-04-11 11:54:18,125
2022-04-11 11:54:19,94
2022-04-11 11:54:20,111
2022-04-11 11:54:21,95
2022-04-11 11:54:22,134
2022-04-11 11:54:23,105
2022-04-11 11:54:24,81
2022-04-11 11:54:25,107
2022-04-11 11:54:26,147
2022-04-11 11:54:27,60
2022-04-11 11:54:28,134
2022-04-11 11:54:29,55
2022-04-11 11:54:30,82
2022-04-11 11:54:31,82
2022-04-11 11:54:32,79
2022-04-11 11:54:33,138
2022-04-11 11:54:34,68
2022-04-11 11:54:35,84
2022-04-11 11:54:36,95
2022-04-11 11:54:37,90
2022-04-11 11:54:38,82
2022-04-11 11:54:39,129
2022-04-11 11:54:40,89
2022-04-11 11:54:41,87
2022-04-11 11:54:42,59
2022-04-11 11:54:43,86
2022-04-11 11:54:44,111
2022-04-11 11:54:45,150
2022-04-11 11:54:46,145
2022-04-11 11:54:47,116
2022-04-11 11:54:48,146
2022-04-11 11:54:49,92
2022-04-11 11:54:50,129
2022-04-11 11:54:51,135
2022-04-11 11:54:52,91
2022-04-11 11:54:53,107
2022-04-11 11:54:54,72
2022-04-11 11:54:55,117
2022-04-11 11:54:56,104
2022-04-11 11:54:57,54
2022-04-11 11:54:58,68
2022-04-11 11:54:59,67
2022-04-11 11:55:00,74
2022-04-11 11:55:01,77
2022-04-11 11:55:02,103
2022-04-11 11:55:03,73
2022-04-11 11:55:04,95
2022-04-11 11:55:05,70
2022-04-11 11:55:06,111
2022-04-11 11:55:07,100
2022-04-11 11:55:08,90
2022-04-11 11:55:09,51
2022-04-11 11:55:10,99
2022-04-11 11:55:11,75
2022-04-11 11:55:12,56
2022-04-11 11:55:13,146
2022-04-11 11:55:14,102
2022-04-11 11:55:15,122
2022-04-11 11:55:16,78
2022-04-11 11:55:17,141
2022-04-11 11:55:18,118
2022-04-11 11:55:19,57
2022-04-11 11:55:20,145
2022-04-11 11:55:21,146
2022-04-11 11:55:22,100
2022-04-11 11:55:23,115
2022-04-11 11:55:24,135
2022-04-11 11:55:25,115
2022-04-11 11:55:26,145
2022-04-11 11:55:27,53
2022-04-11 11:55:28,133
2022-04-11 11:55:29,119
2022-04-11 11:55:30,137
2022-04-11 11:55:31,77
2022-04-11 11:55:32,127
2022-04-11 11:55:33,79
2022-04-11 11:55:34,52
2022-04-11 11:55:35,107
2022-04-11 11:55:36,96
2022-04-11 11:55:37,87
2022-04-11 11:55:38,106
2022-04-11 11:55:39,110
2022-04-11 11:55:40,93
2022-04-11 11:55:41,126
2022-04-11 11:55:42,145
2022-04-11 11:55:43,125
2022-04-11 11:55:44,110
2022-04-11 11:55:45,102
2022-04-11 11:55:46,150
2022-04-11 11:55:47,110
2022-04-11 11:55:48,93
2022-04-11 11:55:49,98
2022-04-11 11:55:50,63
2022-04-11 11:55:51,106
2022-04-11 11:55:52,118
2022-04-11 11:55:53,126
2022-04-11 11:55:54,53
2022-04-11 11:55:55,116
2022-04-11 11:55:56,90
2022-04-11 11:55:57,61
2022-04-11 11:55:58,114
2022-04-11 11:55:59,77
2022-04-11 11:56:00,56
2022-04-11 11:56:01,54
2022-04-11 11:56:02,100
2022-04-11 11:56:03,96
2022-04-11 11:56:04,106
2022-04-11 11:56:05,92
2022-04-11 11:56:06,107
2022-04-11 11:56:07,119
2022-04-11 11:56:08,90
2022-04-11 11:56:09,106
2022-04-11 11:56:10,102
2022-04-11 11:56:11,90
2022-04-11 11:56:12,56
2022-04-11 11:56:13,123
2022-04-11 11:56:14,132
2022-04-11 11:56:15,99
2022-04-11 11:56:16,118
2022-04-11 11:56:17,137
2022-04-11 11:56:18,106
2022-04-11 11:56:19,100
2022-04-11 11:56:20,66
2022-04-11 11:56:21,110
2022-04-11 11:56:22,126
2022-04-11 11:56:23,88
2022-04-11 11:56:24,114
2022-04-11 11:56:25,130
2022-04-11 11:56:26,75
2022-04-11 11:56:27,88
2022-04-11 11:56:28,62
2022-04-11 11:56:29,76
2022-04-11 11:56:30,56
2022-04-11 11:56:31,131
2022-04-11 11:56:32,141
2022-04-11 11:56:33,109
2022-04-11 11:56:34,146
2022-04-11 11:56:35,139
2022-04-11 11:56:36,118
2022-04-11 11:56:37,102
2022-04-11 11:56:38,72
2022-04-11 11:56:39,122
2022-04-11 11:56:40,122
2022-04-11 11:56:41,129
2022-04-11 11:56:42,56
2022-04-11 11:56:43,122
2022-04-11 11:56:44,76
2022-04-11 11:56:45,91
2022-04-11 11:56:46,92
2022-04-11 11:56:47,79
2022-04-11 11:56:48,89
2022-04-11 11:56:49,72
2022-04-11 11:56:50,54
2022-04-11 11:56:51,143
2022-04-11 11:56:52,129
2022-04-11 11:56:53,136
2022-04-11 11:56:54,134
2022-04-11 11:56:55,79
2022-04-11 11:56:56,126
2022-04-11 11:56:57,146
2022-04-11 11:56:58,149
2022-04-11 11:56:59,56
2022-04-11 11:57:00,105
2022-04-11 11:57:01,65
2022-04-11 11:57:02,138
2022-04-11 11:57:03,101
2022-04-11 11:57:04,139
2022-04-11 11:57:05,120
2022-04-11 11:57:06,103
2022-04-11 11:57:07,75
2022-04-11 11:57:08,125
2022-04-11 11:57:09,118
2022-04-11 11:57:10,149
2022-04-11 11:57:11,74
2022-04-11 11:57:12,121
2022-04-11 11:57:13,71
2022-04-11 11:57:14,81
2022-04-11 11:57:15,102
2022-04-11 11:57:16,150
2022-04-11 11:57:17,149
2022-04-11 11:57:18,102
2022-04-11 11:57:19,114
2022-04-11 11:57:20,98
2022-04-11 11:57:21,138
2022-04-11 11:57:22,104
2022-04-11 11:57:23,147
2022-04-11 11:57:24,125
2022-04-11 11:57:25,65
2022-04-11 11:57:26,91
2022-04-11 11:57:27,132
2022-04-11 11:57:28,126
2022-04-11 11:57:29,117
2022-04-11 11:57:30,114
2022-04-11 11:57:31,90
2022-04-11 11:57:32,115
2022-04-11 11:57:33,133
2022-04-11 11:57:34,56
2022-04-11 11:57:35,87
2022-04-11 11:57:36,119
2022-04-11 11:57:37,78
2022-04-11 11:57:38,127
2022-04-11 11:57:39,117
2022-04-11 11:57:40,72
2022-04-11 11:57:41,86
2022-04-11 11:57:42,83
2022-04-11 11:57:43,120
2022-04-11 11:57:44,64
2022-04-11 11:57:45,89
2022-04-11 11:57:46,140
2022-04-11 11:57:47,79
2022-04-11 11:57:48,86
2022-04-11 11:57:49,95
2022-04-11 11:57:50,85
2022-04-11 11:57:51,102
2022-04-11 11:57:52,116
2022-04-11 11:57:53,108
2022-04-11 11:57:54,129
2022-04-11 11:57:55,51
2022-04-11 11:57:56,65
2022-04-11 11:57:57,59
2022-04-11 11:57:58,118
2022-04-11 11:57:59,116
2022-04-11 11:58:00,87
2022-04-11 11:58:01,75
2022-04-11 11:58:02,128
2022-04-11 11:58:03,54
2022-04-11 11:58:04,76
2022-04-11 11:58:05,93
2022-04-11 11:58:06,107
